Text,Year,Sale
"Wally frank New! New! New! Just arrived from Switzerland Gallo Filter Cigar Per Box $5.98 of 50  Braverman & sons Provides a complete stock of last and sizes in Fine shoes for the entire family Including a fully equipped custom workshop for special shoes of every description a service acknowledged publicly and professionally for over 72 years.  B. Altman & Co Fifth avenue at 34th street You are invited to a fashion showing of designs in dresses by Sylvia Franklin Äcommentary by Miss Franklin today, September 9, at 11:30, 12:30 and 1:30. 8.95 wherever you may roam _ on or off the campus our Wanderers by Sandler of Boston Flexible shoes that are soft as a kittenÄin black, briar tan or red unlined calf, saddle-stitched in white. Combination last with built-up arch, sizes 4 to 10, AAAA to C widths. Altman Mid-Tower shoes.  They belong together! Herringbone wool tweeds and sweaters of the worlds finest lambs wool Äand the hickory, barley and black of the tweed are matched individually by the sweaters. Long contour jacket, narrow sleeves, 22.95 Slim skirt repeating two of the jackets pockets, 13.95 Side pleated skirt, 17.95 Long sleeves cardigans, sizes 36 to 42, 13.95 Short sleeves pullover, sizes 34 to 40, 9.95 Slim skirt, 13.95 Full unpressed pleated skirt, 17.95 Long sleeves pullover, sizes 34 to 40, 11.95 From a womans angleÄour side-dip profiler in imported velours 8.95 Perfect with your new fall costumes. Black, brown, navy, ivory, red, cinnamon, royal, pale pink, bankers grey, platinum blue, pink geranium or antique gold. Also, in deep-pile rayon velvet in black or navy, 6.95.       ",1953,0
"Peter Hagen Cordials  15 delicious liqueurs $1.89 4/5 pint For the Discriminating Hostess Blackberry, Cafe Sport (Coffee), Creme de Menthe ( Green or White), Apricot, Grasshopper (Cocomint), Wishniak (Cherry), Anisette Rosolio, Creme de Cacao peach, Kummel, Banana Strawberry, Black Raspberry. At all liquor stores or call. Popper Morson Co.  Smooth NMellow Peter Hagen Rock NRye There none better $2.99 4/5 qt. Enjoy it straight or mixed At all liquor stores or call. Popper Morson Co.  E. Martin imported Brandy 10 years old Rare quality $ 4.79 4/5 qt.  _ pint flask $1.48  Popper Morson Co.   ",1956,0
"Put pleasure back into pleasure boating with the Richardson MODEL B AUTOMATIC PILOT For use in all small boats in all kinds of weather. Maintains set courseÄallows more free time for laying off new courses, taking bearings, etcÄeliminates fatigue from hours at the wheelÄsaves fuel because of straight line steeringÄreduces running time. Compact, only 3 _"" wide, 10 high, 2"" deep. Portable compass head for use at any remote control station or flying bridge. Available for 12, 24 or 32 volt electrical system. Write for additional details. $295 FOB Plant A. RICHARDSON AND SON 2563 Post Road, Warwick, Rhode Island  ",1958,0
"Only a few remainÄof the brand new RCA Victor 21-inch COLOR TV At only $395 ALL THE BIG SHOWS ARE IN COLOR! HERE IS A WONDERFUL OPPORTUNITYãFOR A LIMITED TIME ONLYã TO PURCHASE AN RCA VICTOR BIG COLOR 21-INCH TV FOR ONLY A LITTLE MORE THAN YOU WOULD NORMALLY PAY FOR A DELUXE BLACK AND WHITE SET. AND REMEMBER, OWNING AN RCA VICTOR COLOR TV IS LIKE OWNING TWO SETS IN ONE. BECAUSE NOT ONLY DO YOU GET ALL COLOR PROGRAMS BUT ALL PROGRAMS IN BLACK AND WHITE AS WELL. LIBERTY OFFERS A LIBERAL TRADE-IN ALLOWANCE ON OTHER RCA VICTOR 21-INCH COLOR TV INSTRUMENTS, MANY IN HANDSOME CABINETS OF TRADITIONAL, CONTEMPORARY AND PROVINCIAL DESIGN. PLUS $39.95 FOR 90-DAY RCA FACTORY SERVICE CONTRACT RCA VICTOR 21-INCH COLOR TV MAY BE PURCHASED ON EASY TERMS IF DESIRED ",1958,0
"PAKKE-BERNET GALLERIES Inc 980 MADISON AVE Public Auctions Sale Today 1:45 ENGLISH FURNITURE Silver Table porcelains and glass Rugs Etc Various Owner Concludes Tomorrow Sales Conducted by Louis J. Marion  Throughout the worldÄ Know by the company When a man of judgement buys clothes, be discusses fit and cut and fabric. When he selects tobacco, he considers aroma, raste and mildness. Whrn he asks for whisky, he simply says V.O.Äfor V.O. speaks for itself. IMPORTED SEAGRAMS V.O. Worlds finest Canadian whisky ",1958,0
"CONSIDER... EATON & HOWARD BALANCED FUND Investing in bonds, preferred, and common stocks for current income and possible growth of principal and income. STOCK FUND Investing primarily in selected common stocks for possible growth of principal and income. Prospectuses available from your Investment Dealer  Boston Fund A BALANCED AND MANAGED INVESTMENT FUND This mutual investment company is designet to provide, in one security, a balanced investment program - through diversified holdings of common stocks (selected for possible growth ofprincipal and income); and preffered stocks and bonds (chosen for characteristics of stabily). Prospectus may be obtained from authorized dealers or VANCE, SANDERS & Co. Inc.  Affiliated Fund, Inc. 104th Consecutive Dividend The Board of Directors has declared a dividend of $.06 per share from net income payable April 20, 1960 to shareholders of record March 22, 1960 HAROLD F. DUGAN Treasurer March 9, 1960  Do the Investment Possitilities in ELECTRONICS Interest You? WHY NOT INVESTIGATE TELEVISION- ELECTRONICS FUND, INC. A Mutual Investment Fund whose assets are primarily invested for possible long-term growth of capital and income in companies actively engaged in the Electronic field. TELEVISION SHARES MANAGEMENT CORP.  Whant the facts on Mutual Funds? Just call MU 6-3300 or drop us a line - we'll be glad to give you the whole story about this modern method of investing... the costs, risks, advantages and disadvantages of Mutual Funds... and the part they can play in your financial planning. No obligation, of course. COLUMBIAN FINANCIAL DEVELOPMENT CO.  4 1/2 % MONEY INSURED U.S. GOV.t AGENCY Write for FREE list of Insured Savings and Loan Associations playing this new rate! B. RAY ROBBINS CO., Inc  PLEASE TAKE NOTICE that the annual meeting of the stockholders entitled to vote thereat of SAPOLIN PAINTS Inc. will be held at the office of the Company at three o'clock in the afternoon on Match 28, 1960. for the purpose of electing directors, approving the acts of the officers and directors of the Company during the preceding year, and for the transaction of such other business as may come before the meeting. C. E. RAABE, Vice President & Treasurer   ",1960,0
"Competition cars 1956 Plymouth Fury, 1958 Chrysler 300D  Block 450 HP $7000 invested. HA 9-9611, Mon-Sat; RA 9-0590 Sun. ",1962,0
"30 Pacemaker 1960 Sport Fisherman. Fly bridge, S/S radio, S/S bow rail, 110 V line, extra batteries, search-light, winter cover, dinette, sleeps 4. TE 8-6564; aft 7 PM, TV 2-1172. PENBO SKIFF, 55, 20' long, 60 HP, Chris-Craft engine, canvas top, head, compass, outriggers, other extras, 1962 Inspected. $1200 LO 7-9703 after 6 wkdays, anytime wkends. 28 CUSTOM CABIN CRUISER Kermath engine, S/S radio, fully equipped, Days ãCL 2-4484; EvesãCL 8-2791  ",1962,0
"IMPORTED & SPORTS CARS WANTED SELL US YOUR CAR BY PHONE PL 7-6264 TRY US! We have consistently PAID TOP PRICES. BROADWAY RAMBLER, INC. 1696 BROADWAY (53-54 Sts) N. Y. C, FOREIGN CARS WANTED IMED Top Prices Paid at HEMPSTEAD AUTO CO 283 Main SI. Hempstead, NY. IV 3-9560 1OO VOLKSWAGENS WANTED ANY YEAR, CASH WAITING DOR MOTORS, LTD MA 7-7755 TRUCKS, TRACTORS AND TRAILERS BROCKWAY, 1959, Leach, 20 Yard Packer body, very good condition, asking $10,500 phone Fulton 1-5189 (New Jersey) CHEVROLET, 1953, 20-foot body, open canvas top, good condition. SO 8-0094. FORD 1956 TRUCK BOX BODY CALL TR 9-6904 Macks A30, International KB6, 14' closed bodies. Excel cond. RO 6-1052 ",1962,0
"ROYAL portable typewriter #39.50 We service what we sell Quality Office, 166 W 23 ST. DISPOSAL Sale good used typewriters, $20 up. Super Typewriter Co, 22 Warden St. WARITYPER #295 DSJ 10 font multi $595 Mimeo Gestetner $395. WASTER addresser, foot operated, 500 per hour. ",1962,0
"Feather-Light STRETCH BOOTS NO TUGGINGÄFITS ALL. Protect from toe to knee. Pure Latex Gum Rubber Boots STRETCH over all shoes. Great for city or country wear in rain or snowãrugged enough for camping, hunting, fishing or garden. CARRY IN POCKETÄLightweight ãroll them to fit glove compartment, pocket or tackle box. Won't bind, split or pinchãa feather-weight pleasure to wear. $5.95 Give shoe size  ",1963,0
" ONE MAN ONE WOMAN If todays rate of population in_crease had started with a single couple at the time of Christ... there would be today 20 million people for each of us. An astounding fact, confirming that todays rate of human increase has suddenly become critical. Whats being done in the laboratory to curb human fertility? What se_crets of conception are being un_covered... secrets vital to birth control and to couples who want children but cannot conceive? Are scientists about to reveal the inner_most mysteries of human birth? Tonight, watch one of the most un_usual TV programs you are likely ever to see. Dont miss ""THE GIFT  OF CHOICE ANOTHER EXTRAORDINARY REPORT IN THE NET SERIES ON THE POPULATION PROBLEM TONIGHT 9:00 P.M. CHANNEL 13 The National Educational Television Network A special book to add to your understanding of N.E.T.s ThePopulation Problem Schools, colleges and libraries have this important handbook that contains the fascinating story of the population ex_plosion. The book contains the full story of the population problem as it confronts nations where the problem has reached the critical stage...and nations where the problem is being solved. The book, which is free, also includes a special chapter putting the worlds population problem into perspective. For your own personal copy address your requests to Population Problem-N.E.T. 10 Columbus Circle New York 10019 This ad placed by National Educational Television  ",1965,0
"TUESDAY, NOV. 8, 1966, AT II A.M., AT 1017 RUTLAND ROAD BROOKLYN AVALUATION $25,000.00  Discount Store - Housewares VARIETIES-NOTIONS-STATIONERY HAIR PREPS-DRY GOODS Pyrex, Weareve, Pots, Pans, Bake & Plastic Ware Paint, Brushes, Merchandise. Tools, Bouffants, Shower Caps. Hair Curlers, Shields, Envelopes, School Supplies, Quantity Foam Back Table, Cloth Mens Jackets. Dresses, 100% Wool Sweaters, Socks, Etc. Hundreds of Items too numerous to mention.  ",1966,0
"FAITH At Universal, a funeralis a testament to faith: That is why to many New York families entrust their funeral arrangements to us. UNIVERSAL FUNERAL CHAPEL, INC  ",1967,0
"""SUNNY"" -Kerr, Times ""FUNNY"" -Watt, News ""JOY"" -Lewis Cue ANTHONY PERKINS SHEILAN WELLS PAUL SAND THE STAR-SPANGLED GIRL PLYMOUTH THEATRE ",1967,0
"To savor the true traditions of an English Club, fly to London. Or, take a cab to KEEN'S English Chop House. ",1967,0
SCHOOL OF DANCE NEW PIPIL INTRODUCTORY OFFER! 10 FULL PRIVATE LESSONS $20 ,1967,0
"FUR STORAGE STANDARD RATES  MODERN VAULTS ON PREMISES.  FOR BONDED  MESSENGER CALL PLAZA 3-7700 Stein & Blaine  FOR THE BRIDE Tiffany china, Top left, Black Florentine, $33.95 Top right, Artois, decorated with natural colored flowers, $33.95 Bottom, Gold Viceroy, $25.75 Prices are for the five-piece place setting. Tiffany & Co.  The raining couple... a winning combination of shiny, April-shower-proofed patent vinyl safari bag and matching umbrella for rain or shine. Miniature umbrella expands to full size in the rain. Satchel witli zipper top closing and two front pockets. In black, bone, white, navy, brown. By Giant. Come in, write or phone. Rain Shop, Street Floor, Macys Herald Square and the Macys near you. $15 Macy's  STERN BROTHERS Shoe Salon Think White  WHITE FLOWERS FOR SPRING Little heel pump features the fu-fu bow: grosgrain ribbon shaped into a fresh flower, securely buttoned high on the vamp. White patent leather. Also in black, brown, yellow, $18 Shoe Salon, Dept. 2 14, Fashion third.  ",1968,0
"Diplomatic Crisis. (A behind-the-scenes story.) This woman is a fanatic, Mr. Truppi told Mr. Jerome. She thinks she sees a tiny wrinkle on the back of her husbands suit and she wants to return it. What should I do? Before he had said do?, Mr. Jerome was up and away. A half hour later the husband, encouraged by his wife, had agreed to another suit, plus an overcoat and the wife was inviting Mr. Jerome to come to their country for a visit, assuring him he would be given V.I.P. treatment. Turned out, the husband represents his country at the U.N. (To think the U.S. was saved from a crisis by a clothing store owner!) But notice that Mr. Jerome didnt know to whom he was being nice until afterwards. Thats our Mr. Jerome. Next time, he may be nice to you. (Suits from $50 to $165.) Browning Fifth Avenue How to bo well dressed without really trying.  ",1968,0
"wallachs Check out this great-looking tattersall jacketã styled along classic lines in a lightweight blend of polyester and pima cotton. For easy-going comfort and minimum care. Good thinking by Zero King. Checks are cream/light blue/bronze or tan/light blue/black. Same jacket also avail_able in solid colors: tan, light blue or bronze. Sizes 38 to 44. 25.00.   ",1968,0
"The Presbyterian Home of Atlantic City, Ltd. Retirement living for the elderly at moderate cost MADISON HOUSE in Atlantic City offers active retirement living for the elderly of all faiths and races. Located near the Boardwalk, it contains 189 completely furnished living units (no kitchenettes) with baths. All meals are served in an attractive central dining room. All-inclusive monthly rates include skilled nursing care or intermediate care when needed. For one person the rates range from $383 to $406. Rates for two people occupying one living unit are from $335 to $343 each. Applicants must be ambulatory and in good health. PRESBYTERIAN HOME of ATLANTIC CITY LIMITED  ",1971,0
"There is something special about the kind of Mink coat David can make for you this Spring. It takes far more time, far more care. It also takes far less money. Prices start at $2,500, for made-to-order Blackglama mink, in skins as dark as nature can make them. That fine Italian hand in fur DAVID ",1971,0
"Lord& Taylor Blue denim does a fade into the softest powder blue ã and a girl couldn't be happier with her tough rugged cotton denims. Yellow mushrooms embroider the yoke of the jacket, 19.00, and the back pockets of the jeans, 13.00. By Sunny Lee in sizes 7 to 14.1 Young People's Floor, Seventh, Lord& Taylor. And at all Lord & Taylor stores  ",1973,0
"NEIL SIMON'S BEST SLAV VET. A JOY, A LOVELY PLAY. EXTRAORDINARILY FUNNY. ãClive Barnes, N.Y. Times JACK ALBERTSONSAM LEVENE in NEIL SIMON'S new comedy THE SUNSHINE BOYS  Directed by ALAN ARKIN  Mon. thru Sat. Evgs.: $4.50, 6, 7, 8, 9. Wed., Mats.: $3, 4, 5, 6, 7.  Sat. Mat.: $4, 5, 6, 7, 8. BROUDHURST Theatre. ",1973,0
"PEARSON 26 _ 1970 Fbgl sloop, sleeps 5, eqpt race or cruise, many many extras. $7800. ",1973,0
"ARIEL-26 SLOOP- Fully equipped, sleeps tour, inboard motor Atomic 4. In water. Great condlt. $6,990. ",1973,0
"BRISTOL 39, yawl 1970 diesel, main, Genoa, spinnaker. All barient winches. Edson wheel steering, Kenyon speedometer, log. Wind indicator, anemometer, many other extras. $38,000. ",1973,0
"36 CHRIS CRAFT CONNIE _ 1960-2/185s, teak decks, all good condition-anxious to sell _ offers, in water, Stamford, Conn. ",1973,0
"CHRIS CRAFT 63 34 Corinthian, F/B, twin 185 HP. Must see to appreciate. $9,000 firm. ",1973,0
"HATTERAS 71, 42 Conv. Full equipment, auto Loran. From Jung 71, 160. hrs. Sacrifice  ",1973,0
Cartier ¥PPET Pè L¥RDAG APERTO IL SABATO SAMSTAG GE¥FFNET OUVERT LE SAMEDI ABIERTO LOS SABADOS 10:00-17:30 Cartier  ,1973,0
"On a traverse course into fall: Eleanor Brenner's sleek sweaterdress. Super sweatering: Bonwit's zig-zag knit dress by Eleanor Brenner for Brenner Bee. A natural for late- summer-into-fall in beige wool and rayon with long sleeves and a convenient back-neck zipper that overrides stretch. For 6 to 14 sizes, 72.00 Add 1.25 outside regular delivery area. Call El 5-2600 Miss Bonwit Dresses, Eighth Floor.  Bonwit Teller honors the American Express Card.  Fifth Avenue at 56th Street, New York and all stores  ",1973,0
"Now for the first time in New York! Dewars Half Gallon Convenient pour spout helps make sure you dont spill a drop of Dewars. And the handle makes it easy to pour. Dewars has just arrived in New York in the handy half-gallon size. Find thats good news for all of you who wont settle for anything but authentic Dewars White Label scotch. Because not only do you get one of the worlds greatest scotches when you buy authentic, but when you buy the new half-gallon size, you wont worry about running out! DEWARS ""White Label' Dewar's never varies.   ",1973,0
Elegantly versatile BLAZER SUIT By Cardin 210 BRITISH AMERICAN HOUSE ,1974,0
"Fourting karat gold earrings. _ inch, diameter, $55, 3/8 inch, $40, 5/6 inch $35, _ inch $30. Tiffany&Co. ",1975,0
The ORIGINAL DESK/BED UNIT; $160 TIGHT SPACES ,1976,0
"Cable Car Clothiers ROBERT KIRK Ltd. Casual Six Pocket Lederhosen Style Walk Shorts $28 For Men and Women These handsome, long wearing European style Lederhosen walk shorts have been long time favorites for travel and outdoor wear. Authentic, rugged detailing includes 6 pockets... Two in back, four in front, deep enough for a passport. In no-iron Dacron and cotton poplin in white, light blue or tan. Also available in faded blue chambray cotton denim of in tan, light blue or bronze cotton corduroy. Mens waist sizes 28 to 44. Also womens sizes 8 to 20  ",1976,0
MORE OF A GOOD THING. The Beefeater Half Gallon is now avilable in New Yourk. ,1977,0
"A & S O'shirred challis Wonderful print challis... it's the most feminie way to dress. Charles Alan's soltly qathered peasant dress is trimmed with tassled cords. Assorted polyester prints, 6-14, $58 Dresses Unlimited ",1977,0
"""NASTY HABITS"" 2nd BIG WEEK  ",1977,0
"A daffy fracturingly funny and sharp romantic comedy. For anyone with a funny bone. - Martine Lutour. ""Touching, engrossing and warm with sensitive, intelligent performances. ãJeffrey Lyons, CBS Radio. WPIX-TV Run after me _ until I catch you! EAST SIDE CINEMA ",1979,0
"CINEMA 5 Theatres YANKS THE ONION FIELD IBEEKMAN  THE GREEN ROOM MONTY PYTHONS LIFE OF BRIAN ORCHESTRA REHEARSAL MEETINGS WITH REMARKABLE MEN COOLWORLD HEARTLANDS TRASH WHY NOT! TILL MARRIAGE DO US PART SHAME OF THE JUNGLE TUNNEL VISION ""DELIGHTFULLY^ IMMORAL."" ãJudith Cnst ""WITTY AND TOUCHING."" ãRen Reed A FILM BV COLINE SERREAU  ",1979,0
"TWO ACADEMY AWARD WINNING ACTRESSES IN TWO OF THEIR FUNNIEST FILMS! Versions you will never see on TV George Segal Glenda Jackson A touch of Class I will, I willÄfor now Now playing At a movie theatre near you One of the years best. _ Jeffrey Lyons, WCBS RADIO & WPIX-TV 8th smash week ",1979,0
"""The Bag That Won The World!"" ASK SOMEONE WHO OWNS ONE! Gold and brown $175 Olive $380 HUNTING WORLD ",1982,0
"Buy Low, Fly Now or Later No Stay Over Saturday Night Requirement. New York La Guardia to: Las Vegas. Los Angeles & San Francisco $129 Phoenix $149 Must purchase ticket within 3 days of reservation. Must purchase ticket before Jan I0, 1986. This ticket is good for travel between Jan 8 and March 20, 1986. Remember, Braniff will always have The Best Low Fare in the air For reservations call your travel agent or call toll-free 1 -BOO-BRANIFF. BELIEVE ___ Its always reassuring to know your physician is board certified. You don't have to be Board Certified to be a physician. But at Harley Street Private Physicians, Ltd., we require it. Board Certification is a symbol of excellence in the medical profession. And to earn it, a physician must receive post graduate education in an accredited, university affiliated training program. Additionally, a physician must successfully pass a series of comprehensive board examinations administered with the cooperation of the American Medical Association. At Harley Street Private Physicians. Ltd , Board Certification is just the beginning. Were an association of Board Certified specialists who believe that the practice of medicine is more than just treating symptoms ã its caring for people, one at a time. This kind of caring means a lot of little things that you may not expect. For example, well file all your insurance forms for you, so you don't have to worry about them. Your physician will send you a personal letter, after each visit, to help you thoroughly understand your diagnosis and treatment. And, well even make house calls when you're not well enough to come to our office. If this is the kind of medical care you want for yourself and your family, just call to make your first appointment. Or stop by our Manhattan office for more complete information about our medical services. This certificate worth $100 toward a complete medical evaluation. Harley Street  ",1986,0
"Emigrants Rates Today:AccountsMinimum DepositEffective Annual YieldRate %6 Months$1,0008.007.709 Months$1,0008.338.001 Year$1,0008.448.102 Years$5009.008.625 Years$5009.859.40Insured Money Market*$25,000 or more! $2,500 24,9997.417.157.257.00 Each depositor is insured for up to $100,000 by the FDIC. Call the number below for more information ãincluding Emigrant's high yields for 3 months, 18 months, and other term accounts.  Shells of Beef Sale Starts Today  Were Open Sundays Waldbaums This weeks meat story doesnt take long to tell. Our beef shells are U.S.D.A. Choice, our butchers will cut them into tender, juicy shell steaks as thick or thin as you like them, and the price is right. Thats all folks. WaldbaumsÄwere everything youre looking for in a supermarketÄand more. Assorted Colors, Bathroom Charmin Tissue $4.99 roll pack Except Decoffeinated Coffee Chock Full $189 1 lb. can Waldbaums Regular Half Gallon Apple Juice 77 c Clings Tight 150 Ft. Roll Saran Wrap $1.59 roll Other Local Brand in Areas Where Dellwood Not Avail 2% Dellwood Low Fat Milk 99 c half gallon cant. Whole, Fresh 2 _ lb. Avg. Cooking Good Chikens 69 c lb. Split or Quarted 75 c lb. Shell Steaks with tall $2.89 lb. Talliest $3.39 lb. Fresh Chickens 59 c lb. Split or quarted 65 c lb. 100% Pure Florida, No Sugar or Preservatives Added $1.19 half gallon cant. Reg. or Diet 2 Liter Vintage Cola 59 c btl. Plus Deposit U.S.D.A. Choice Beef Loin Untrimmed Cryovac Wrapped 18-22 lb. Avg. Whole or Half $1.69 lb. Out Butchers Will Custom Cut Your Whole of Half Shells of Beef on Request Cut From Western Corn Fed Parkers Fresh Hams Butt side $1.29 lb. Whole or shank side $1.19 Govt. Grade A Frozen Marval Toms 18-22 lb. Avg. Basted Turkeys with pop-up timer 69 c lb. Fully Cooked. Water added Smoked hams Butt side $1.29 lb. whole or shank side $1.19 lb. Beef. Any Size Pkg. Fresh Lean Ground Chuck $1.49 lb. Fresh Pascal celery 79 c large bunch Large Firm Cluster California Emperor Grapes 69 c lb. 36 Size Indian River Seedless  Large Pink Grapefruit $3 for 1 Kaiser or Club Rolls 2 pkgs. $1 2 Liter RC or Diet Rite Cola Plus Deposit 89c btl. Waldbaums Pound of Potato Chips  Lain Rippled pkg. $1.49 Regular Only Tasters Choice Instant Coffee 8 oz. jar $4.89 Regular or Diet Plus deposit 2 Liter 7 UP Soda 67.6 oz. btl. 99 c Flavorful 100 Tetley Tea Bags box $1.89 Rich Always Save Tomato Catsup quart btl. 69 c Strong Always Save Tall Kitchen Bags 15 in pkg. 49 c  ",1986,0
"Issues of the Information Age: Promises kept promises to keep. At the beginning of this century, Theodore N. Vail, president of AT&T, understood his competition not just as other telephone companies, but as distance, loneliness, separation. He foresaw that the success of his company could end the geographic isolation of man. And in ending that isolation, the company's success would he assured. The vision became reality. By the mid-70s, America had universal telephone service. Today, as the Information Age has begun, there is a new kind of isolation. People are awash in a mounting sea of information, yet unable to connect or work with information in an orderly, useful form. Often, information machines do little to help. They are difficult to use, rigid in their demands, generally unable to work with any but their own kind. Tb overcome this new kind of isolation, we have a new vision: to make the Information Age universal, to help build a worldwide Telecommunity, not just open to all, but inviting. At AT&T. we are now working toward the day when people around the world will be able to handle information in any form ã conversation, data, images, testãas easily as they make a phone call today. And they will be able to get information in a form they can use, whenever they need it, from wherever It is. We envision a vast global network of networks, the merging of communications and computers, linking devices so incredibly capable, they will bend to the will of human beings, rather titan forcing humans to bend to theirs. Obviously, no one company, no one nation, can universalize the Information Age, It will take the best minds of many companies and many nations. The needs of our customers am creating imperatives for our industry. We need common standards and compatibility. We need national and international policies that are open and encouraging. We have the science to construct the systems now. The technology is rapidly taking shape. We are dedicating our minds, our energy, our resourcesãour future to bringing the best of the Information Age to the world. Telecommunity is our goal. Technology is our means. Were committed to leading the way.   ",1987,0
"IF YOU SUBSCRIBE TO A NEWSWEEKLY MAGAZINE, CONSIDER THIS: The Sunday New York Times gives you more information on more different subjects than any news magazine... and it gets that information to you sooner, on Sunday when you have more time to get more out of it. To arrange home or office delivery of The New York Times.  Be Healthy Be Happy The Health page, every Thursday, helps you keep up with whats coming.. .and how it can affect your life. New York Times experts tell you about new theories, research, hospital care, drugs and costs. Plus developments, trends and advice. Check the front-page Index, every Thursday, for the Health page. To keep up with health news, keep up with The Times. Advertisers: Establish your franchise on this vital page. How? Call (212) 556-1196.  ",1989,0
"DKNY DOES IT WITH ZIP Our new shoulder bag takes a turn toward the new dome shape with zip-around ease. Quality prevails in leather that truly lasts. British tan or black with brass touches, 235.00 Main Floor, Lord & Taylor ",1992,0
"Its trade in Time Audemars Pignet  Only a row will own & geo dual zone For people who cross the Atlantic. From $16,500 to $27,900 Tourneau ",1995,0
"If there was a technology that was proven to reduce the risk of a fatle single vehicle crash by 56 percent, wouldnt you want it? I there was a technology that could detect when your airbags deploy, then call for help if you couldnt, wouldnt you demand it? These technologies exist. Theyre available on many GM cars and trucks already. And in the future, they will be available to all. Today, GM commits to bring the proven safety and security of OnStar and the StabiliTrak Control System to every new retail car and truck sold in the U.S. and Canada. Created by GM to help prevent accidents and save lives, and destined to rank as milestones in automotive safety, the StabiliTrak Control System and OnStar are features you will someday wonder how you ever drove without. What they do, how they work and complete details of this announcement are at www.onlyGM.com.  Only GM, as the worlds leading automaker, could bring these landmark safety advances to so many drivers and passengers on the American road. Which is why we take this step today. Someone should. Only GM could. ",2005,0
LEGENDE TRAVEL BAG LONGCHAMP PARIS NEW YORK MADISON - NEW YORK SOHO - BOSTON CORAL GABLES - LAS VEGAS - SAN FRANCISCO - SHORT HILLS TEL: 1.866.LONGCHAMP -WWW.LONGCHAMP.COM ,2008,0
"OMEGA SEAMASTER PLANET OCEAN CHRONOGRAPH $5,580 Tourneau ",2008,0
